trial_num,train_acc,train_loss,valid_acc,valid_loss,test_acc,test_loss
0.0,0.7277714014053345,4.060698986053467,0.6692999601364136,4.338278293609619,0.668999969959259,4.371586322784424
1.0,0.9868571162223816,3.1600613594055176,0.755899965763092,4.351300239562988,0.7537999749183655,4.371803283691406
2.0,0.9082000255584716,3.4873292446136475,0.7479999661445618,4.245677947998047,0.7393999695777893,4.317342758178711
3.0,0.9882285594940186,3.143607378005981,0.795199990272522,4.189291000366211,0.7917999625205994,4.2184367179870605
4.0,0.8104000091552734,3.7324821949005127,0.6900999546051025,4.297418117523193,0.6949999928474426,4.327565670013428
5.0,0.5677428841590881,4.4504876136779785,0.5679999589920044,4.492560863494873,0.564799964427948,4.5224223136901855
6.0,0.7049999833106995,4.365053176879883,0.6908999681472778,4.439765930175781,0.6949999928474426,4.474369525909424
7.0,0.903942883014679,3.510720729827881,0.7242000102996826,4.371229648590088,0.7213999629020691,4.39275598526001
8.0,0.7356571555137634,4.066750526428223,0.670799970626831,4.384561061859131,0.6714000105857849,4.412311553955078
9.0,0.9876571297645568,3.137021780014038,0.75409996509552,4.300329208374023,0.7421999573707581,4.3610429763793945
10.0,0.7342000007629395,4.434230327606201,0.7272999882698059,4.4803667068481445,0.7265999913215637,4.5119948387146
11.0,0.7608571648597717,4.078804016113281,0.6962999701499939,4.348789215087891,0.6951999664306641,4.381130695343018
12.0,0.7982285618782043,3.7616159915924072,0.6848999857902527,4.327663898468018,0.6793999671936035,4.374107837677002
13.0,0.8894857168197632,3.5347516536712646,0.7265999913215637,4.317220687866211,0.7279999852180481,4.353291034698486
14.0,0.8982285857200623,3.4789369106292725,0.7328000068664551,4.252509117126465,0.7269999980926514,4.289313793182373
15.0,0.8853999972343445,3.586810111999512,0.7448999881744385,4.2645583152771,0.7321999669075012,4.33397102355957
16.0,0.920714259147644,3.396796226501465,0.7263999581336975,4.328306674957275,0.724399983882904,4.389105319976807
17.0,0.5664857029914856,4.4509596824646,0.5681999921798706,4.493402004241943,0.5591999888420105,4.522435188293457
18.0,0.7983142733573914,3.861608266830444,0.6961999535560608,4.313526153564453,0.6951999664306641,4.372553825378418
19.0,0.9490285515785216,3.29910659790039,0.751800000667572,4.2467803955078125,0.7576000094413757,4.26646900177002
20.0,0.6195428371429443,4.316442012786865,0.599399983882904,4.420395851135254,0.5952000021934509,4.457541465759277
21.0,0.9816571474075316,3.1745400428771973,0.7739999890327454,4.219562530517578,0.7705999612808228,4.26697301864624
22.0,0.972000002861023,3.2102081775665283,0.7738999724388123,4.223686218261719,0.7723999619483948,4.256304740905762
23.0,0.9822571277618408,3.184770107269287,0.7768999934196472,4.247935771942139,0.7671999931335449,4.312857627868652
24.0,0.9665428400039672,3.223498582839966,0.7506999969482422,4.28292989730835,0.7369999885559082,4.369414329528809
25.0,0.977828562259674,3.2001254558563232,0.7681999802589417,4.284728527069092,0.7631999850273132,4.322177410125732
26.0,0.9521428346633912,3.2898993492126465,0.7626000046730042,4.256343841552734,0.7505999803543091,4.311868667602539
27.0,0.9041428565979004,3.406523942947388,0.7211999893188477,4.290961265563965,0.7227999567985535,4.295461177825928
28.0,0.9879999756813048,3.144620418548584,0.7688999772071838,4.245702266693115,0.7537999749183655,4.314127445220947
29.0,0.9263428449630736,3.399144411087036,0.7530999779701233,4.263697624206543,0.7436000108718872,4.3136305809021
30.0,0.9880285859107972,3.154162168502808,0.7766000032424927,4.25996208190918,0.7703999876976013,4.307322978973389
31.0,0.9871428608894348,3.1538326740264893,0.7746999859809875,4.259146690368652,0.7663999795913696,4.320970058441162
32.0,0.9685999751091005,3.233623743057251,0.7623999714851379,4.295955181121826,0.7572000026702881,4.324382781982422
33.0,0.9937142729759216,3.1273813247680664,0.7821999788284302,4.236220836639404,0.7735999822616577,4.291273593902588
34.0,0.9725714325904846,3.205418586730957,0.76419997215271,4.269168853759766,0.751800000667572,4.325582027435303
35.0,0.9712857007980348,3.203931331634521,0.7559999823570251,4.269113540649414,0.7501999735832214,4.320793628692627
36.0,0.9793714284896852,3.17738676071167,0.7513999938964844,4.312094211578369,0.7603999972343445,4.311532020568848
37.0,0.9764571189880372,3.225727081298828,0.7663999795913696,4.309317111968994,0.767799973487854,4.322401523590088
38.0,0.9719428420066832,3.2297255992889404,0.7577999830245972,4.322927474975586,0.7621999979019165,4.345117092132568
39.0,0.9405999779701232,3.33699893951416,0.7386999726295471,4.301706790924072,0.7477999925613403,4.290276050567627
40.0,0.8888000249862671,3.538721799850464,0.7202000021934509,4.295875072479248,0.7139999866485596,4.339877128601074
41.0,0.9629142880439758,3.2505013942718506,0.7585999965667725,4.285192489624023,0.7545999884605408,4.340314865112305
42.0,0.9765714406967164,3.1762266159057617,0.75409996509552,4.308969020843506,0.7529999613761902,4.33664608001709
43.0,0.9833142757415771,3.1659626960754395,0.7627999782562256,4.292230129241943,0.7591999769210815,4.323604583740234
44.0,0.9692285656929016,3.221126079559326,0.760699987411499,4.276269435882568,0.7703999876976013,4.272943496704102
45.0,0.9821428656578064,3.165712594985962,0.7617999911308289,4.294504165649414,0.761199951171875,4.31274938583374
46.0,0.913371443748474,3.4308090209960938,0.7312999963760376,4.316567420959473,0.7279999852180481,4.351834297180176
47.0,0.7719428539276123,3.988413810729981,0.6866999864578247,4.377297878265381,0.6815999746322632,4.425534248352051
48.0,0.976542830467224,3.194498538970948,0.7770000100135803,4.227687835693359,0.7671999931335449,4.2716217041015625
49.0,0.9765999913215637,3.205923318862915,0.7520999908447266,4.300042152404785,0.7511999607086182,4.317301273345947
